"","startDateTime","soilTempMean"
"399",2022-01-09 07:00:00,6.16545454545455
"400",2022-01-09 07:30:00,6.15160606060606
"401",2022-01-09 08:00:00,6.13784848484848
"402",2022-01-09 08:30:00,6.12466666666667
"403",2022-01-09 09:00:00,6.11066666666667
"404",2022-01-09 09:30:00,6.09542424242424
"405",2022-01-09 10:00:00,6.08178787878788
"406",2022-01-09 10:30:00,6.06957575757576
"407",2022-01-09 11:00:00,6.05842424242424
"408",2022-01-09 11:30:00,6.048
"409",2022-01-09 12:00:00,6.03724242424242
"410",2022-01-09 12:30:00,6.02657575757576
"411",2022-01-09 13:00:00,6.01654545454545
"412",2022-01-09 13:30:00,6.00812121212121
"413",2022-01-09 14:00:00,5.99945454545455
"414",2022-01-09 14:30:00,5.99072727272727
"415",2022-01-09 15:00:00,5.98293939393939
"416",2022-01-09 15:30:00,5.97606060606061
"417",2022-01-09 16:00:00,5.96851515151515
"418",2022-01-09 16:30:00,5.9620303030303
"419",2022-01-09 17:00:00,5.95857575757576
"420",2022-01-09 17:30:00,5.95866666666667
"421",2022-01-09 18:00:00,5.962
"422",2022-01-09 18:30:00,5.96666666666667
"423",2022-01-09 19:00:00,5.97387878787879
"424",2022-01-09 19:30:00,5.99006060606061
"425",2022-01-09 20:00:00,6.02
"426",2022-01-09 20:30:00,6.06463636363636
"427",2022-01-09 21:00:00,6.11378787878788
"428",2022-01-09 21:30:00,6.16590909090909
"429",2022-01-09 22:00:00,6.21763636363636
"430",2022-01-09 22:30:00,6.26484848484848
"431",2022-01-09 23:00:00,6.30266666666667
"432",2022-01-09 23:30:00,6.33087878787879
"433",2022-01-10 00:00:00,6.34733333333333
"434",2022-01-10 00:30:00,6.35248484848485
"435",2022-01-10 01:00:00,6.34633333333333
"436",2022-01-10 01:30:00,6.33172727272727
"437",2022-01-10 02:00:00,6.31984848484849
"438",2022-01-10 02:30:00,6.31463636363636
"439",2022-01-10 03:00:00,6.30454545454545
"440",2022-01-10 03:30:00,6.29618181818182
"441",2022-01-10 04:00:00,6.28854545454545
"442",2022-01-10 04:30:00,6.28290909090909
"443",2022-01-10 05:00:00,6.27406060606061
"444",2022-01-10 05:30:00,6.26124242424242
"445",2022-01-10 06:00:00,6.24587878787879
"446",2022-01-10 06:30:00,6.23045454545455
"447",2022-01-10 07:00:00,6.21263636363636
"448",2022-01-10 07:30:00,6.19084848484848
"449",2022-01-10 08:00:00,6.16845454545455
"450",2022-01-10 08:30:00,6.14821212121212
"451",2022-01-10 09:00:00,6.13072727272727
"452",2022-01-10 09:30:00,6.11572727272727
"453",2022-01-10 10:00:00,6.10336363636364
"454",2022-01-10 10:30:00,6.09263636363636
"455",2022-01-10 11:00:00,6.08490909090909
"456",2022-01-10 11:30:00,6.07881818181818
"457",2022-01-10 12:00:00,6.07357575757576
"458",2022-01-10 12:30:00,6.07157575757576
"459",2022-01-10 13:00:00,6.07163636363636
